car_maker_name,car_segment_name,energy,body_style,code_age,age_years,log_total_vehicles
SKODA,Octavia,ESS,BREAK,2 years old,12.0,4.030763153305551
VOLKSWAGEN,Transporter,DIES,UTILITAIRE,6 to 10 years old,0.6,5.002110493128304
BMW,M6,DIES,CABRIOLET,3 to 5 years old,11.8,5.478674343346491
MERCEDES,Classe A,DIES,BERLINE,6 to 10 years old,0.6,2.3943258645367704
MERCEDES,Classe C,ESS,CABRIOLET,11 years and older,2.7,1.9913769400359576
MERCEDES,Classe C,DIES,BREAK,Less than 1 year old,11.3,8.282217497760167
MERCEDES,Classe E,ESS,COUPE,11 years and older,10.0,7.232446481875888
SUZUKI,Swift,DIES,BERLINE,11 years and older,8.4,2.1229033496872267
OPEL,Grandland X,ESS,MONOSPACE,11 years and older,1.0,8.976458233590044
JEEP,Grand Cherokee,ESS,SUV,3 to 5 years old,4.7,2.4952036211756634
OPEL,Astra,DIES,BREAK,11 years and older,10.6,6.207942807115362
MERCEDES,Classe E,ESS,BREAK,6 to 10 years old,1.1,2.8823793753909124
MERCEDES,Classe C,DIES,BREAK,11 years and older,10.9,8.77745490759123
SKODA,Fabia,DIES,BERLINE,2 years old,0.6,8.122065635608795
AUDI,A6,DIES,SUV,3 to 5 years old,11.3,3.551790311804652
MERCEDES,Classe E,ESS,BERLINE,11 years and older,4.2,4.3415158576729125
MERCEDES,Classe C,DIES,BERLINE,3 to 5 years old,10.1,6.43236994599677
PEUGEOT,5008,DIES,SUV,3 to 5 years old,8.4,5.897374909897454
MERCEDES,Classe GLK,ESS,SUV,Less than 1 year old,2.1,4.093008366288645
VOLKSWAGEN,Golf,ESS-MHEV,BERLINE,11 years and older,4.0,5.121116548949525
MERCEDES,Classe C,ESS,BERLINE,11 years and older,1.4,5.5009565385328765
MERCEDES,Classe E,ESS,BREAK,3 to 5 years old,12.0,6.185496061840926
SEAT,Toledo,DIES,BERLINE,11 years and older,7.3,7.857463990931396
AUDI,A6,DIES,SUV,2 years old,0.5,4.556544661741251
BMW,Serie 5,DIES-MHEV,BERLINE,3 to 5 years old,0.6,8.782284281254077
PEUGEOT,308,ESS,BREAK,6 to 10 years old,5.0,5.93708703462395
SEAT,Leon,ESS,BERLINE,11 years and older,4.0,2.2916443554772226
JEEP,Compass,ESS,SUV,6 to 10 years old,7.1,3.3144295592298203
VOLKSWAGEN,Beetle,ESS,BERLINE,11 years and older,2.8,3.550099093298443
RENAULT,Kangoo,DIES,UTILITAIRE,6 to 10 years old,11.8,3.3607802487663827
SKODA,Karoq,ESS,SUV,3 to 5 years old,0.9,1.8855340833176555
PEUGEOT,308,DIES,BERLINE,6 to 10 years old,1.7,8.55303212742738
AUDI,A6,ESS,BERLINE,11 years and older,2.4,2.095113823494727
AUDI,TT,ESS,CABRIOLET,3 to 5 years old,5.8,7.57564134309868
MERCEDES,Classe C,DIES,CABRIOLET,Less than 1 year old,0.5,3.451021773189429
VOLKSWAGEN,Passat,ESS,COUPE,2 years old,1.5,9.733710416910213
MERCEDES,Classe E,ESS,CABRIOLET,11 years and older,12.0,2.4252041625511414
PEUGEOT,3008,HYB-ESS,SUV,3 to 5 years old,7.4,5.41753525636967
RENAULT,Megane,DIES,BERLINE,6 to 10 years old,1.9,3.7287104735028196
OPEL,Astra,ESS,BREAK,11 years and older,11.1,5.071829332358339
CITROEN,C5 Aircross,DIES,SUV,11 years and older,1.8,4.638390984921188
MERCEDES,Classe E,DIES,BERLINE,3 to 5 years old,5.1,3.909361836271663
MERCEDES,Classe E,ESS,BERLINE,1 year old,1.1,11.290841341325539
OPEL,Grandland X,DIES,MONOSPACE,Less than 1 year old,4.2,1.6173717367691673
MERCEDES,Classe E,DIES,BREAK,Less than 1 year old,10.9,4.45770387031583
MERCEDES,Classe E,DIES,BERLINE,2 years old,5.1,8.877567653826684
VOLKSWAGEN,Golf,DIES,CABRIOLET,Less than 1 year old,9.7,3.361237470191427
AUDI,A5,DIES,BERLINE,11 years and older,11.9,9.8297141719536
PEUGEOT,3008,ESS,SUV,11 years and older,8.4,5.5083114084386215
MERCEDES,Classe C,ESS,BERLINE,11 years and older,0.6,6.534637492242574
AUDI,Q8,ESS,SUV,11 years and older,5.3,8.407535966221666
FORD,Mustang,ESS,CABRIOLET,11 years and older,10.3,1.8586949703552038
MERCEDES,Classe S,DIES,BERLINE,3 to 5 years old,10.9,5.276619697665533
BMW,M5,ESS,BERLINE,6 to 10 years old,11.6,5.3400636555342125
MERCEDES,Classe C,DIES,BERLINE,2 years old,0.6,3.0816342371631418
MERCEDES,Classe C,DIES,BREAK,6 to 10 years old,6.1,8.940614677579527
MERCEDES,Classe E,ESS,BERLINE,11 years and older,1.7,5.366135654426507
VOLKSWAGEN,Golf,DIES,BERLINE,6 to 10 years old,11.3,3.055564805990226
MERCEDES,Classe C,DIES,BERLINE,6 to 10 years old,11.8,8.489395090358556
VOLKSWAGEN,New Beetle,DIES,BERLINE,3 to 5 years old,2.5,8.93730771235524
PEUGEOT,Boxer,ESS,UTILITAIRE,Less than 1 year old,5.5,2.0202619073123533
MERCEDES,Classe E,ESS,COUPE,1 year old,4.6,5.049043381620056
RENAULT,Clio,ESS,BERLINE,6 to 10 years old,9.6,7.077498061748357
MERCEDES,Classe E,DIES,BERLINE,11 years and older,0.5,3.416651827382747
VOLKSWAGEN,Jetta,DIES,BREAK,11 years and older,0.9,1.0497679582484087
KIA,Sportage,DIES,SUV,6 to 10 years old,10.9,4.960315525846679
MERCEDES,Classe A,ESS,BERLINE,11 years and older,8.7,5.009353483881895
MERCEDES,Classe E,ESS,BERLINE,2 years old,0.6,3.6210609554738937
BMW,X7,CNG,SUV,2 years old,2.1,2.1766522141679516
SKODA,Octavia,ESS,BREAK,11 years and older,9.0,8.526511557339116
MERCEDES,Classe S,ESS,BERLINE,2 years old,3.0,8.947808527933875
MERCEDES,Classe E,ESS,BREAK,11 years and older,3.4,9.062457194727918
HYUNDAI,Sonata,ESS-MHEV,BERLINE,2 years old,0.8,1.1281902090767284
PEUGEOT,508,DIES,BREAK,1 year old,12.0,3.719510147452575
SEAT,Arona,DIES,SUV,3 to 5 years old,11.4,4.932037636899283
MERCEDES,Classe C,ESS,BERLINE,11 years and older,11.2,1.9335470284150538
MERCEDES,Classe CLK,ESS-MHEV,CABRIOLET,11 years and older,1.2,4.938471431621968
MERCEDES,Classe E,ESS,BERLINE,2 years old,3.1,5.709556250763973
AUDI,A4,ESS,BERLINE,6 to 10 years old,11.9,3.0936085840999645
AUDI,A4,ESS,BERLINE,6 to 10 years old,11.9,8.934309626383577
PEUGEOT,3008,DIES,MONOSPACE,11 years and older,7.4,4.629747560618972
MERCEDES,Classe E,DIES,BREAK,6 to 10 years old,1.3,9.150149037522405
SKODA,Fabia,ESS,BERLINE,11 years and older,12.0,5.173141872891878
MINI,Clubman,DIES,BREAK,11 years and older,3.5,1.7021342709991893
RENAULT,Clio,ESS,BERLINE,11 years and older,12.0,7.925598430842958
MERCEDES,Classe C,DIES,BERLINE,6 to 10 years old,0.9,5.454578513902211
AUDI,A4,ESS,BERLINE,6 to 10 years old,11.1,5.0405436899606135
MERCEDES,Classe GLK,ESS,SUV,6 to 10 years old,8.3,5.664672687412922
RENAULT,Megane,ESS,BREAK,3 to 5 years old,11.9,4.649090715753481
BMW,X1,ESS,SUV,6 to 10 years old,10.3,3.5206407601639116
PEUGEOT,5008,DIES,SUV,11 years and older,11.9,1.4417177026202426
BMW,X3,ESS,SUV,2 years old,0.5,2.090019044664621
BMW,Serie 7,DIES,BERLINE,3 to 5 years old,2.8,1.840300880018007
BMW,X5,ESS,SUV,3 to 5 years old,1.5,2.2216488578265357
PORSCHE,Panamera,DIES,BERLINE,6 to 10 years old,11.0,6.454826577408617
VOLKSWAGEN,Golf,DIES,BREAK,6 to 10 years old,10.0,5.23028077309502
RENAULT,Clio,DIES,BERLINE,1 year old,12.0,8.746020517190118
FORD,Kuga,ESS,SUV,6 to 10 years old,9.8,1.7146254172056432
BMW,X2,DIES,SUV,6 to 10 years old,6.9,4.531056682186287
MERCEDES,Classe S,ESS,COUPE,3 to 5 years old,11.1,4.959967428077284
MERCEDES,Classe C,DIES,BERLINE,11 years and older,5.9,8.785171677560557
MERCEDES,GLB,DIES,SUV,2 years old,12.0,4.206918040600933
VOLKSWAGEN,Arteon,DIES,BERLINE,11 years and older,3.5,1.1930269843277679
JEEP,Compass,ESS,SUV,11 years and older,1.1,6.548199893347232
MERCEDES,Classe E,DIES,COUPE,11 years and older,3.2,7.749682316814136
BMW,Serie 5,ETH,BERLINE,Less than 1 year old,1.0,6.934953820754014
VOLKSWAGEN,CC,DIES,COUPE,6 to 10 years old,2.2,1.8430262517481255
BMW,Serie 5,DIES,BERLINE,3 to 5 years old,11.6,5.606281990691937
MERCEDES,Classe E,HYB-ESS,BERLINE,11 years and older,5.8,6.0097357677445755
MERCEDES,Classe E,DIES,BERLINE,2 years old,0.5,7.71497222657558
TOYOTA,Yaris,ESS,BERLINE,Less than 1 year old,11.7,3.0616898160296584
MERCEDES,Classe E,DIES,BERLINE,3 to 5 years old,11.2,3.2568629097347026
MERCEDES,Classe C,DIES,COUPE,2 years old,0.8,4.801190508140994
VOLKSWAGEN,Passat,DIES-MHEV,BERLINE,11 years and older,2.4,5.732447830640835
RENAULT,Megane,DIES,BREAK,11 years and older,8.8,5.501273305844502
OPEL,Astra,DIES,BERLINE,11 years and older,3.9,5.2532507202840435
MERCEDES,Sprinter,ESS,UTILITAIRE,11 years and older,11.4,4.144470360722882
AUDI,Q8,ESS,SUV,3 to 5 years old,2.8,3.583957674900491
MERCEDES,Classe E,ESS,BERLINE,11 years and older,10.6,1.485201190745172
SKODA,Octavia,DIES,BERLINE,2 years old,3.1,5.173686928357087
BMW,X5,DIES,SUV,11 years and older,12.0,6.676587456685833
RENAULT,Dokker,DIES,UTILITAIRE,11 years and older,5.2,3.299558539476939
CITROEN,C3,ESS,BERLINE,6 to 10 years old,12.0,5.1411286537919825
RENAULT,Scenic,ESS,SUV,11 years and older,10.4,4.327750704964894
CITROEN,Jumpy,ETH,UTILITAIRE,3 to 5 years old,1.3,3.5002038936783313
OPEL,Signum,DIES,BERLINE,3 to 5 years old,3.0,3.6786281345135157
MAZDA,2,ESS,BERLINE,11 years and older,9.0,7.076982053825633
MERCEDES,Classe S,ESS,BERLINE,1 year old,6.3,1.4747864319282593
MERCEDES,Classe C,ESS,BERLINE,6 to 10 years old,3.5,2.9573736855849635
TOYOTA,Yaris,DIES,BERLINE,11 years and older,9.5,3.4818947248153753
AUDI,RS6,DIES,BERLINE,1 year old,0.6,5.8681830307828395
MERCEDES,Classe C,ESS,BERLINE,3 to 5 years old,1.1,5.545171207250577
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,12.0,2.255530532560136
AUDI,A6,DIES,BERLINE,1 year old,0.5,4.432521282953975
VOLKSWAGEN,Golf,DIES,BREAK,11 years and older,2.3,2.392469542342616
CITROEN,DS 3,DIES-MHEV,BERLINE,2 years old,1.7,7.712135631684652
VOLKSWAGEN,Passat,ESS,BERLINE,1 year old,0.6,6.382527788160725
MERCEDES,Classe B,DIES,MONOSPACE,1 year old,9.4,4.783367244386104
AUDI,A6,DIES,SUV,11 years and older,10.4,5.1383039698279225
VOLKSWAGEN,Polo,ESS,BERLINE,6 to 10 years old,8.8,3.2713310474092543
MERCEDES,Classe E,ESS,BERLINE,3 to 5 years old,2.3,3.1984080250086526
PEUGEOT,Boxer,DIES,UTILITAIRE,11 years and older,10.0,2.9755391412470216
AUDI,RS6,DIES,BREAK,11 years and older,4.2,5.8272350791863925
PEUGEOT,308,DIES,BERLINE,11 years and older,11.6,8.790151400699349
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,4.8,6.5405756363250305
MERCEDES,Classe E,ESS,CABRIOLET,6 to 10 years old,11.7,6.494208176365958
MERCEDES,Classe E,DIES,BERLINE,Less than 1 year old,1.2,6.650956354860875
FORD,Mondeo,DIES,BERLINE,Less than 1 year old,0.7,3.328869421696557
TOYOTA,RAV4,ESS,SUV,11 years and older,1.5,7.080927051448887
MERCEDES,Classe C,ESS,BERLINE,3 to 5 years old,11.7,2.8790407840253467
BMW,M5,DIES,BERLINE,11 years and older,2.3,6.967354950422555
AUDI,A3,DIES,BERLINE,2 years old,8.5,4.194417262899169
MERCEDES,Classe S,DIES,BERLINE,6 to 10 years old,11.9,5.5868358811790095
AUDI,A1,DIES,BERLINE,6 to 10 years old,9.0,2.947658955607543
VOLKSWAGEN,Golf,ESS-MHEV,BREAK,1 year old,10.4,4.234823818049492
MERCEDES,Classe C,ESS,CABRIOLET,11 years and older,1.0,2.5879876179267645
VOLKSWAGEN,Golf,ESS,BERLINE,6 to 10 years old,6.1,6.3896083730168165
VOLKSWAGEN,Golf,DIES,BERLINE,11 years and older,10.8,4.91055566705586
AUDI,Q3,ESS,SUV,3 to 5 years old,3.6,6.454920274656514
HYUNDAI,i30,DIES,BERLINE,3 to 5 years old,3.8,6.206566147272316
BMW,iX,DIES,SUV,3 to 5 years old,1.5,3.019446578384902
PEUGEOT,307,LPG,BREAK,2 years old,0.9,4.424937413212506
BMW,Serie 4,ESS,BERLINE,11 years and older,1.2,5.387839286569879
RENAULT,Megane,DIES,CABRIOLET,6 to 10 years old,11.0,5.937952798920018
VOLKSWAGEN,Golf,ESS,BERLINE,11 years and older,5.5,6.142139467441171
VOLKSWAGEN,Golf,ELEC,BERLINE,6 to 10 years old,7.6,10.897639483519354
RENAULT,Kangoo,DIES,SUV,3 to 5 years old,0.8,4.960212533466292
BMW,Serie 5,ESS,BERLINE,6 to 10 years old,12.0,6.786141047645597
VOLKSWAGEN,Golf,DIES,BREAK,3 to 5 years old,0.7,2.31479419391849
VOLKSWAGEN,Golf,DIES,BERLINE,3 to 5 years old,11.9,1.1632968806775295
VOLKSWAGEN,Golf,ESS,BERLINE,6 to 10 years old,10.9,5.4583789061993455
VOLKSWAGEN,Golf,HYB-ESS,BERLINE,3 to 5 years old,6.5,3.077859032473013
MERCEDES,Classe E,ESS,BERLINE,11 years and older,1.7,4.497645779013686
MERCEDES,Classe C,ESS,BERLINE,6 to 10 years old,6.9,5.672798214031528
OPEL,Insignia,ESS,SUV,6 to 10 years old,6.5,9.65500440487373
MERCEDES,Classe CL,DIES,COUPE,11 years and older,11.9,5.18328639513972
FORD,Escape,DIES,SUV,3 to 5 years old,9.0,8.563374369047054
SKODA,Superb,DIES,BERLINE,1 year old,0.5,4.113619812255134
FORD,Mondeo,ESS,BERLINE,11 years and older,0.7,4.329424053253146
PEUGEOT,508,DIES,BERLINE,3 to 5 years old,2.3,8.191385386230989
MERCEDES,Classe C,ESS,BERLINE,3 to 5 years old,9.2,5.072618292216873
VOLKSWAGEN,Golf,DIES,BERLINE,11 years and older,7.4,9.245958141056503
SEAT,Leon,ESS,BERLINE,6 to 10 years old,10.1,3.5788906758888572
MERCEDES,Classe C,DIES,BERLINE,Less than 1 year old,1.7,1.3695798125250394
PEUGEOT,3008,ESS,SUV,11 years and older,6.7,4.895551485172222
MERCEDES,Classe E,ESS,BERLINE,1 year old,0.6,2.08486374663919
AUDI,A5,ESS,COUPE,11 years and older,11.1,1.4903390207189147
MERCEDES,Classe A,DIES,BERLINE,2 years old,1.7,4.452609218622288
MERCEDES,Classe M,ESS,SUV,11 years and older,1.1,5.963832472011077
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,0.6,2.538392156174906
SUBARU,Legacy,ESS,BREAK,11 years and older,2.0,5.972782899345687
MERCEDES,Classe C,ESS,COUPE,6 to 10 years old,2.0,6.247611948485635
AUDI,A6,ESS,SUV,6 to 10 years old,1.6,5.782966236484822
VOLKSWAGEN,Golf,ESS,BERLINE,11 years and older,11.7,5.089256162981222
MERCEDES,Classe E,DIES,BERLINE,11 years and older,5.5,1.8823465961947536
MERCEDES,Classe E,DIES,COUPE,11 years and older,2.1,6.09014500641919
RENAULT,Twingo,DIES,BERLINE,6 to 10 years old,0.6,5.598166567810637
CITROEN,C3,DIES,BERLINE,1 year old,3.5,3.8091650124798466
VOLKSWAGEN,Polo,ELEC,BERLINE,6 to 10 years old,11.2,4.395841819222078
MERCEDES,Classe C,ESS,BERLINE,11 years and older,11.3,3.232817859571229
SKODA,Kamiq,DIES,SUV,Less than 1 year old,8.0,3.2934508810963257
CITROEN,C3,ESS,CABRIOLET,11 years and older,1.0,3.4932424860779685
AUDI,RS7,DIES,BERLINE,11 years and older,8.8,7.066544348353913
SKODA,Octavia,DIES,BERLINE,6 to 10 years old,11.1,3.355246467532117
ALFA ROMEO,Stelvio,ESS,SUV,Less than 1 year old,1.9,2.3197492919296887
MERCEDES,Classe A,ESS,BERLINE,6 to 10 years old,7.8,2.0214197904861955
FORD,Focus,ESS,BERLINE,6 to 10 years old,11.5,2.1302409932046453
MERCEDES,Classe E,ETH,BERLINE,11 years and older,11.2,7.015277939476877
SKODA,Superb,DIES,BERLINE,2 years old,3.3,5.431346027865386
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,11.6,3.400553957376359
MERCEDES,Classe E,DIES,BREAK,1 year old,10.6,10.66028608284373
MERCEDES,Classe C,ESS,BERLINE,11 years and older,0.9,8.569677620813179
MERCEDES,Classe E,HYB-ESS,CABRIOLET,11 years and older,11.9,3.0494714678831727
FORD,Focus,ESS,BREAK,1 year old,11.7,3.5925669435784098
MERCEDES,Classe A,DIES,BERLINE,11 years and older,6.0,7.769127464853652
MERCEDES,Classe GLK,ESS-MHEV,SUV,2 years old,0.5,4.0134755877042565
BMW,Serie 6,DIES,BERLINE,11 years and older,9.4,1.799265665259714
SKODA,Superb,DIES,BERLINE,11 years and older,7.0,3.625093335203368
CITROEN,C3,ESS,BERLINE,3 to 5 years old,12.0,3.3522279775996626
MERCEDES,Classe E,ESS,BERLINE,3 to 5 years old,8.1,10.326425121819517
HYUNDAI,Santa Fe,DIES,SUV,6 to 10 years old,10.3,10.268015602362798
VOLKSWAGEN,Golf,DIES,BREAK,3 to 5 years old,4.9,5.6307750670300765
MERCEDES,Classe E,ESS,CABRIOLET,11 years and older,11.5,6.900712405794863
DACIA,Logan,DIES,BREAK,1 year old,8.9,4.071557720064305
MERCEDES,Classe E,ESS,COUPE,6 to 10 years old,6.2,3.3849686619201993
AUDI,Q3,DIES,SUV,6 to 10 years old,4.4,7.333059277035587
JEEP,Compass,DIES,SUV,2 years old,3.1,4.334917899780799
FORD,Focus,DIES,BERLINE,11 years and older,5.6,8.203242993682396
VOLKSWAGEN,Golf,LPG,BERLINE,11 years and older,10.5,7.102822671756856
MERCEDES,Classe C,ESS,BERLINE,11 years and older,4.5,6.977008861488261
AUDI,A6,ESS,BREAK,6 to 10 years old,11.1,9.042899507730848
MERCEDES,Classe S,DIES,BERLINE,1 year old,3.9,6.647392286256017
MERCEDES,Classe GLK,ESS,SUV,6 to 10 years old,11.4,9.230330752865115
VOLKSWAGEN,Passat,ESS,BERLINE,6 to 10 years old,12.0,4.638283690702863
MERCEDES,Classe C,DIES,COUPE,11 years and older,7.2,2.723492509900171
HYUNDAI,Kona,CNG,SUV,11 years and older,0.6,9.942203747674728
PORSCHE,Cayman type 718,DIES,COUPE,1 year old,0.7,4.9806508980759485
MERCEDES,Classe E,ESS,BREAK,6 to 10 years old,9.4,5.456939074669989
MERCEDES,Classe C,HYB-ESS,BERLINE,11 years and older,8.7,5.405402938911648
CHRYSLER,300C,DIES,BREAK,3 to 5 years old,1.4,2.773220110853159
MERCEDES,Classe C,DIES,BREAK,11 years and older,0.5,5.113729915604282
MERCEDES,Classe E,DIES,BREAK,1 year old,11.0,2.301330111115308
HYUNDAI,Santa Fe,DIES,SUV,3 to 5 years old,4.2,8.653243512191246
BMW,X3,ESS,SUV,6 to 10 years old,5.3,6.7097437466585195
MERCEDES,Classe E,DIES,BREAK,Less than 1 year old,5.8,5.889148861585909
MERCEDES,Classe C,ESS,BREAK,11 years and older,1.0,1.1054442122383379
MERCEDES,Classe C,ESS,COUPE,11 years and older,9.4,6.785266676617329
MERCEDES,Classe C,ESS,BERLINE,Less than 1 year old,10.8,4.320235396695848
VOLKSWAGEN,Passat,ESS,BERLINE,2 years old,1.0,1.6462011030327965
MERCEDES,Classe E,DIES,BREAK,11 years and older,0.8,3.219685500936488
PEUGEOT,308,CNG,BERLINE,11 years and older,6.0,10.025658595119229
MERCEDES,Classe C,HYB-ESS,BERLINE,1 year old,8.4,4.299553904663995
BMW,X2,ESS,SUV,3 to 5 years old,2.8,6.591544163081688
MERCEDES,Classe C,ESS,BERLINE,3 to 5 years old,11.1,1.7644929876326843
PEUGEOT,308,DIES,BERLINE,6 to 10 years old,3.4,4.654740247715439
SKODA,Octavia,ESS,BERLINE,2 years old,9.1,5.784379861956409
BMW,Serie 1,ESS,BERLINE,Less than 1 year old,6.0,10.349640466824681
OPEL,Mokka,ESS,SUV,1 year old,1.1,4.211506889129068
OPEL,Astra,ESS,BERLINE,Less than 1 year old,8.3,6.951830977549364
MERCEDES,Classe E,ESS,BREAK,11 years and older,9.3,6.615309871211017
MERCEDES,Classe E,DIES,BREAK,11 years and older,2.0,9.300685191486632
CHEVROLET,Cruze,DIES,BERLINE,11 years and older,0.6,4.51652262956969
CITROEN,Berlingo,DIES,UTILITAIRE,3 to 5 years old,5.5,3.4398818717823767
MERCEDES,Classe E,ESS,CABRIOLET,6 to 10 years old,0.6,3.835702225565858
MERCEDES,Classe E,ESS,CABRIOLET,Less than 1 year old,0.5,1.376124882401804
TOYOTA,RAV4,DIES,SUV,6 to 10 years old,11.9,9.765106195943495
VOLKSWAGEN,Golf,ESS,BERLINE,11 years and older,1.3,1.066917204146418
AUDI,A6,ESS,SUV,11 years and older,10.8,3.149411364780395
BMW,Serie 1,ESS,COUPE,11 years and older,12.0,2.400829719558479
PEUGEOT,208,DIES,BERLINE,1 year old,7.7,4.575102621265444
VOLKSWAGEN,Jetta,ESS-MHEV,BERLINE,6 to 10 years old,9.8,8.32173827923276
MERCEDES,Classe C,DIES,COUPE,6 to 10 years old,9.9,7.741824272192585
MERCEDES,Classe S,HYB-ESS,BERLINE,2 years old,1.6,4.484982909474279
MERCEDES,Classe B,ESS,MONOSPACE,Less than 1 year old,2.6,6.594104699695645
VOLKSWAGEN,Passat,DIES,BREAK,11 years and older,11.8,4.815703867945445
BMW,X3,DIES,SUV,6 to 10 years old,10.8,1.4003327750026968
RENAULT,Megane,DIES,CABRIOLET,6 to 10 years old,11.1,6.845749895232955
MERCEDES,Classe E,DIES,CABRIOLET,11 years and older,9.5,3.194924475919083
MERCEDES,Classe S,ESS,CABRIOLET,2 years old,12.0,4.4704372763765035
MERCEDES,Classe E,DIES,COUPE,1 year old,0.6,5.257618258989377
RENAULT,Megane,ESS,BREAK,3 to 5 years old,4.0,3.7308660936580917
MERCEDES,Classe E,DIES,BREAK,11 years and older,1.8,5.780126315073376
BMW,X2,DIES,SUV,1 year old,4.2,8.975370527408193
MERCEDES,Classe E,DIES,BREAK,2 years old,3.4,9.480504131238611
RENAULT,Megane,ESS,COUPE,3 to 5 years old,0.8,5.526322482057936
TOYOTA,Corolla,DIES,BREAK,11 years and older,9.2,4.249151855887936
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,11.8,5.061555663213976
MERCEDES,Classe C,DIES,COUPE,11 years and older,4.9,8.974380428405743
MERCEDES,Classe E,ESS-MHEV,BERLINE,11 years and older,1.1,4.463024732236522
MERCEDES,Classe E,HYB-ESS,BERLINE,11 years and older,3.8,3.7452824723844413
AUDI,A8,DIES,BERLINE,11 years and older,1.0,3.9290872925604443
KIA,Sportage,ESS,SUV,6 to 10 years old,6.7,2.955797561672121
AUDI,A4,DIES,BERLINE,3 to 5 years old,9.8,8.187689685928834
DACIA,Logan,DIES,BERLINE,3 to 5 years old,3.5,5.070171736131148
VOLKSWAGEN,Golf,DIES,BREAK,11 years and older,5.2,8.539876882460494
MERCEDES,Classe GLK,ESS,SUV,11 years and older,4.6,3.1073727232289707
MERCEDES,Classe C,DIES,BERLINE,11 years and older,0.8,3.2455190236748965
MERCEDES,Classe E,DIES,BREAK,11 years and older,2.5,3.6348582590046625
MERCEDES,Classe C,DIES,BERLINE,2 years old,1.4,3.8590781415490607
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,4.4,1.280425778636418
PEUGEOT,308,DIES,BERLINE,6 to 10 years old,4.5,2.413845026623106
MERCEDES,Classe C,ESS,BERLINE,Less than 1 year old,0.5,8.396410785055366
CITROEN,Berlingo,ESS,UTILITAIRE,2 years old,4.2,9.305979091361298
VOLKSWAGEN,Golf,ESS,CABRIOLET,11 years and older,1.9,2.486819883997935
BMW,X6,DIES,SUV,3 to 5 years old,0.7,2.4611619499599313
AUDI,A3,ESS,BERLINE,11 years and older,11.9,8.711571908126764
MERCEDES,Classe E,ESS,COUPE,11 years and older,3.5,3.0053114475213203
CITROEN,C6,DIES,BERLINE,Less than 1 year old,4.5,7.353643948870386
BMW,Serie 3,DIES,BREAK,Less than 1 year old,0.5,5.566022538799423
MERCEDES,Classe E,ESS,BERLINE,11 years and older,11.0,5.789388001458289
OPEL,Astra,ELEC,CABRIOLET,6 to 10 years old,11.9,3.764470594152076
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,12.0,10.361087003138737
KIA,Ceed,ESS,BERLINE,6 to 10 years old,10.3,5.918995886911622
MERCEDES,Classe A,DIES,BERLINE,11 years and older,1.4,5.03649136602403
BMW,Serie 5,ELEC,BERLINE,6 to 10 years old,4.9,6.864272810988903
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,11.8,3.7998902149108114
MERCEDES,Classe E,DIES,BREAK,6 to 10 years old,3.2,6.34609833655774
MERCEDES,Classe E,ESS,CABRIOLET,6 to 10 years old,8.9,3.557020046298094
AUDI,A4,ETH,BERLINE,11 years and older,1.5,3.8889773830199346
RENAULT,Megane,DIES,CABRIOLET,11 years and older,0.8,1.5861065258443463
MERCEDES,Classe E,DIES,BREAK,11 years and older,1.7,4.446045352008276
MERCEDES,Classe E,DIES,CABRIOLET,11 years and older,2.9,1.5585964140129875
SKODA,Superb,DIES,BERLINE,6 to 10 years old,11.2,2.748758524946899
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,7.8,6.354311416000409
MERCEDES,Classe E,ESS,BREAK,3 to 5 years old,11.8,1.0087511007466208
VOLKSWAGEN,Passat,ESS,BERLINE,1 year old,9.6,8.330873281183464
MERCEDES,Classe C,ESS,BERLINE,3 to 5 years old,4.2,6.48854123638041
CUPRA,Leon,DIES,BERLINE,11 years and older,9.9,5.898107931667336
SEAT,Ibiza,DIES,BERLINE,1 year old,4.6,3.668487454432057
RENAULT,Clio,HYB-ESS,BERLINE,11 years and older,11.7,2.111630814945343
MERCEDES,Classe C,DIES,BERLINE,6 to 10 years old,11.8,2.650867345210455
HYUNDAI,Tucson,DIES,SUV,3 to 5 years old,0.6,5.837973116751952
OPEL,Zafira,DIES,MONOSPACE,1 year old,3.1,1.1763095642348391
MITSUBISHI,Space Star,ESS,BERLINE,6 to 10 years old,8.3,3.942723064035425
RENAULT,Megane,DIES,CABRIOLET,1 year old,0.8,10.148795193858303
BMW,Serie 4,ESS,BERLINE,3 to 5 years old,3.3,5.518808734283596
SEAT,Ibiza,DIES,BREAK,6 to 10 years old,2.6,5.183162485285378
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,12.0,5.872514605654676
MERCEDES,Classe C,DIES,BREAK,11 years and older,10.1,8.091554196207685
MERCEDES,Classe M,DIES,SUV,3 to 5 years old,3.0,4.457100087100411
VOLKSWAGEN,Golf,DIES,BERLINE,6 to 10 years old,12.0,10.09290715133212
AUDI,R8,ESS-MHEV,COUPE,1 year old,4.3,4.320664555682659
