country_name,car_maker_name,car_segment_name,car_type_name,energy,code_age,body_style,total_vehicles
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.576545087339156
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,5.4767506199372775
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,19.656817060881277
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,600.5437720543057
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,28.442117527698738
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,6.5020529792533175
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.1492623546502143
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,5.855406184189646
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.207779253136959
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.620363343745517
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.3083008103956026
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0031183726479083
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.696620140283703
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.864374409578325
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,80.80415024814485
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.1398083100161767
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,4.202012108821009
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,96.48530779410375
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.021007561359088
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.002424691712286
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.8096231627944483
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,1496.2581808910354
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.5961801009873
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,30.20437948317653
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.7709326486173014
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,5.406796187719887
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.093379702067133
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,8.16588167820917
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,21.94246097127853
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.7274064206197584
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,3221.2957013061937
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,4.236497663053551
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.056717178693035
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.000012293928192
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.058666866044316
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.9665373502283097
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,25.54894807409143
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,19.163240556424377
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0545983371407743
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.1164567871596884
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.296883026225686
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,3115.1448874518433
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,23.470168821090535
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.950372885110609
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.000350317603933
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0343458582017457
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,3.7856146591046356
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,24.58807044513147
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.665518164034533
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,3.7936896515082705
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,793.9257059446547
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0028783276983555
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,8.505532441634394
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.1353690870099213
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2200.4810520606966
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,7.947220079940666
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0595313615440287
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,26.295161466285812
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0750141098798656
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,5.032473112830582
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.276767509305933
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.000260250115332
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,89.41558321986663
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,33.08005464976877
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.038230737055932
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,3.4824271402857896
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,10.264263499715254
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.4162889129031933
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.947732537996004
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0045486816852858
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.035255465827469
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,10.168853444730372
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.384864937460304
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0014423974985767
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.5947753941359415
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,11098.153782563502
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,7.823577178359865
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0072067967411558
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0065044474211513
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0006647316287305
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,3.539810844619877
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.016962101201483
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.194795244087863
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,4.827553607510281
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0239732064863873
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,3.2384055842393646
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,10.528390254542275
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,36.50473524870621
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0885623716748465
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,64.4782219892176
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,12.873240479244666
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,46907.893467534515
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.0000194823206967
Turkey,LAND ROVER,Range Rover,Range Rover IV P400E,HYB-ESS,6 to 10 years old,4X4,2.6963307535362335
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,8.61647150959327
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.8635960259508697
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0881744776981375
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.092578490111762
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.108247596646891
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,4.548033246253486
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.1378567693714303
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.1795347445054456
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.8298528749809635
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.015878474382282
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,15.904829408836344
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,7.128407248628687
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,67.25375738850123
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,4.1402081876646974
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,235.6971721728668
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,415.841287979364
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,5.76250960279113
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.837400445232499
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0042263199731245
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,6.496051099095944
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.3010133478105104
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,4.9620707523449
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,9.971161572552578
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,7.862420052456192
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,4.37179981544823
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0428751223440074
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,58.472203960399995
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0301209059555076
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.25185756044601
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0010738470199367
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.506350408862785
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,238.66469698778317
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,326.0605089726653
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,4.490067509938054
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.082167135928994
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,6.6930769267578105
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0194967246380706
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,9108.580988059986
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,435.44418533291076
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,4.9720208729314
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,60.3465227439247
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,39.96068616592246
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,259.77472372280414
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.359276017024989
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,34.097477282921325
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,4.2770354637896855
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.4986988570538475
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.431379958029345
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,22.42138494760682
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,7.253692070181946
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,67.72790683054052
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,427.23444554764666
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,10.036395079643627
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.7427407743264443
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.361304225164131
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,80.36705985111891
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0191178507718286
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.002023349377953
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,17.61356467772949
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.0663034905215185
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.1150076973201366
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0906407212557236
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.4247032040708714
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0011105772929856
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,5.408906567165522
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,4.511460768347537
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,5.510936602837167
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,19.80494321417228
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.289208145970781
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,5.969259265100742
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,8.31223483706392
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.846004932196868
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.7326524551231857
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,18.846129637444037
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,5.192226537170811
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.1151081070104207
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.023602666793072
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,4.706864509300521
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.2577218050308048
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,4.987839769476946
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.044921922514357
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.198292084610183
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0423865501880045
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.052033919483646
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0043766104378
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,6.254221497632272
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.710720278194917
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.740968777518349
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.604420105044568
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0003929245348275
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.017691995188894
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0001735686141022
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0034766657193037
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.0004113107734516
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,3.5506441367108805
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,11.119934842100827
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,2.8777784328061324
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,8.239574894648662
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,461.62307612339083
Turkey,LAND ROVER,Range Rover,Range Rover IV,ESS,3 to 5 years old,4X4,11.883846924654735
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.2668031860626625
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,6.786924537568718
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.033539264346632
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.733368738711247
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,7.254805828174365
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.009852196578196
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,3.001096479369331
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,884.1471095403573
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.9816527781273128
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.01755763022938
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.593383325251477
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.001004625042517
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.2571515723727416
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,14.810899339021836
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,594.3808034600287
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,31.78056190032565
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,3.422785214415867
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,4.597036614415672
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,19.37909637343185
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.5456997436177558
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,3.0478736517588567
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,5.484699337702354
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,4.233633782465744
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,8.18300890607796
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,538.4546758982242
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,5.0266951402917135
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,9.438709881782852
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.002336425038179
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,641.6439880391948
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,3.526330865158052
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,16.570998607927457
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.071313455348398
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,4.259798310051375
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,3.2125075763390565
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.000070710784138
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,35.08599574730933
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.587481365996645
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.5848086745226584
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,6.6750945644216575
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,10.873119691825401
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.0000005414461857
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.0028199018003905
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.054487494986812
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,61.35073362336994
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,9.64850278889803
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.0457132605706247
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,5.196647608900701
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.1971321716501486
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,14.016807790409565
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.055146846208749
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,7.098758047475854
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.0015347768825427
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,48.98578672835092
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.8819398945834753
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.0001382216287933
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.01479045123212
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.830567833307526
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.0981909691629004
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.588025864756214
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,9.455050261371552
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.0482651300526142
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.235021489424129
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,296.4824837147516
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.0389815439772123
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2803.0507009405273
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,474.81409705791754
Turkey,LAND ROVER,Freelander,Freelander II,ESS,11 years and older,4X4,2.0002240146536505
